EA_TUNNUS;LAHIN_TSA;NIMI_FI;EANIMI_FI;TIE;TIEOSA;ETAISYYS;X;Y;MUNICIPALITY
C1051909;11002;Tie 28 Eskola;Tienpinta;28;8;6998;7090084;358991;Kannus
C1052001;10041;Tie 66 Kuortane;Lapualle;66;31;327;6970345;322079;Kuortane
C1052002;10041;Tie 66 Kuortane;Alavudelle;66;31;327;6970345;322079;Kuortane
C1052009;10041;Tie 66 Kuortane;Tienpinta;66;31;327;6970345;322079;Kuortane
C1052101;10032;Tie 67 Teuva;Alavudelle;67;8;46;6938401;227439;Teuva
C1052102;10032;Tie 67 Teuva;Kaskisiin;67;8;46;6938401;227439;Teuva
C1052109;10032;Tie 67 Teuva;Tienpinta;67;8;46;6938401;227439;Teuva
C1052201;10013;Tie 16 Alajärvi;Kyyjärvelle;16;22;3800;6993064;341713;Alajärvi
C1052202;10013;Tie 16 Alajärvi;Lapualle;16;22;3800;6993064;341713;Alajärvi
C1052209;10013;Tie 16 Alajärvi;Tienpinta;16;22;3800;6993064;341713;Alajärvi
C1052301;10046;Tie 8 Vaasa, Kotiranta;Kokkolaan;8;301;1524;7008251;229774;Vaasa
C1052302;10046;Tie 8 Vaasa, Kotiranta;Vaasaan;8;301;1524;7008251;229774;Vaasa
C1052303;10046;Tie 8 Vaasa, Kotiranta;Tie 27417 kiertoliittymä;8;301;1524;7008251;229774;Vaasa
C1052309;10046;Tie 8 Vaasa, Kotiranta;Tienpinta;8;301;1524;7008251;229774;Vaasa
C1052401;10015;Tie 13 Alaveteli;Kokkolaan;13;105;56;7069792;318284;Kruunupyy
C1052402;10015;Tie 13 Alaveteli;Kaustisille;13;105;56;7069792;318284;Kruunupyy
C1052409;10015;Tie 13 Alaveteli;Tienpinta;13;105;56;7069792;318284;Kruunupyy
C1052501;10021;Tie 19 Jepua;Uusikaarlepyyhyn;19;23;190;7037433;281760;Uusikaarlepyy
C1052502;10021;Tie 19 Jepua;Kauhavalle;19;23;190;7037433;281760;Uusikaarlepyy
C1052509;10021;Tie 19 Jepua;Tienpinta;19;23;190;7037433;281760;Uusikaarlepyy
C1052601;10012;Tie 8 Pirttikylä;Vaasaan;8;232;645;6968834;226444;Maalahti
C1052602;10012;Tie 8 Pirttikylä;Poriin;8;232;645;6968834;226444;Maalahti
C1052609;10012;Tie 8 Pirttikylä;Tienpinta;8;232;645;6968834;226444;Maalahti
C1052701;10011;Tie 3 Laihia;Vaasaan;3;244;4274;6992157;248050;Laihia
C1052702;10011;Tie 3 Laihia;Tampereelle;3;244;4274;6992157;248050;Laihia
C1052709;10011;Tie 3 Laihia;Tienpinta;3;244;4274;6992157;248050;Laihia
C1052801;10035;Tie 18 Alavus;Ähtäriin;18;19;3216;6944814;326099;Alavus
C1052802;10035;Tie 18 Alavus;Seinäjoelle;18;19;3216;6944814;326099;Alavus
C1052803;10035;Tie 18 Alavus;Kuortaneelle;18;19;3216;6944814;326099;Alavus
C1052804;10035;Tie 18 Alavus;Virroille;18;19;3216;6944814;326099;Alavus
C1052809;10035;Tie 18 Alavus;Tienpinta;18;19;3216;6944814;326099;Alavus
C1052901;10014;Tie 18 Seinajoki, Nurmo;Seinäjoelle;18;9;5265;6976074;285377;Seinäjoki
C1052902;10014;Tie 18 Seinajoki, Nurmo;Laihialle;18;9;5265;6976074;285377;Seinäjoki
C1052909;10014;Tie 18 Seinajoki, Nurmo;Tienpinta;18;9;5265;6976074;285377;Seinäjoki
C1053001;10002;Tie 8 Närpiö;Vaasaan;8;224;75;6939147;213363;Närpiö
C1053002;10002;Tie 8 Närpiö;Poriin;8;224;75;6939147;213363;Närpiö
C1053009;10002;Tie 8 Närpiö;Tienpinta;8;224;75;6939147;213363;Närpiö
C1053101;10013;Tie 16 Alajärvi, Möksy;Kyyjärvelle;16;26;6092;6992724;360804;Alajärvi
C1053102;10013;Tie 16 Alajärvi, Möksy;Alajärvelle;16;26;6092;6992724;360804;Alajärvi
C1053109;10013;Tie 16 Alajärvi, Möksy;Tienpinta;16;26;6092;6992724;360804;Alajärvi
C1053201;10018;Tie 18 Ähtäri, Myllymäki;Jyväskylään;18;31;1018;6940095;370420;Ähtäri
C1053202;10018;Tie 18 Ähtäri, Myllymäki;Ähtäriin;18;31;1018;6940095;370420;Ähtäri
C1053209;10018;Tie 18 Ähtäri, Myllymäki;Tienpinta;18;31;1018;6940095;370420;Ähtäri
C1053301;10006;Tie 8 Kokkola, Haavistonkangas;Ouluun;8;406;1743;7087239;320310;Kälviä
C1053302;10006;Tie 8 Kokkola, Haavistonkangas;Kokkolaan;8;406;1743;7087239;320310;Kälviä
C1053309;10006;Tie 8 Kokkola, Haavistonkangas;Tienpinta;8;406;1743;7087239;320310;Kälviä
C1053401;10036;Tie 19 Ilmajoki, Rengonkylä;Seinäjoelle;19;4;2164;6960063;286488;Ilmajoki
C1053402;10036;Tie 19 Ilmajoki, Rengonkylä;Jalasjärvelle;19;4;2164;6960063;286488;Ilmajoki
C1053409;10036;Tie 19 Ilmajoki, Rengonkylä;Tienpinta;19;4;2164;6960063;286488;Ilmajoki
C1053501;10016;Tie 44 Kauhajoki, Juonikylä;Kauhajoelle;44;26;2740;6914973;253672;Kauhajoki
C1053502;10016;Tie 44 Kauhajoki, Juonikylä;Honkajoelle;44;26;2740;6914973;253672;Kauhajoki
C1053509;10016;Tie 44 Kauhajoki, Juonikylä;Tienpinta;44;26;2740;6914973;253672;Kauhajoki
C1053601;10011;Tie 3 Laihia, Ruto;Vaasaan;3;248;180;6995991;241821;Laihia
C1053602;10011;Tie 3 Laihia, Ruto;Tampereelle;3;248;180;6995991;241821;Laihia
C1053609;10011;Tie 3 Laihia, Ruto;Tienpinta;3;248;180;6995991;241821;Laihia
C1053701;10047;Tie 67 Ilmajoki;Ilmajoelle;67;21;2204;6964596;276669;Seinäjoki
C1053702;10047;Tie 67 Ilmajoki;Seinäjoelle;67;21;2204;6964596;276669;Seinäjoki
C1053709;10047;Tie 67 Ilmajoki;Tienpinta;67;21;2204;6964596;276669;Seinäjoki
C1053801;10050;Tie 66 Lapua;Lapualle;66;39;5120;6988314;299802;Lapua
C1053802;10050;Tie 66 Lapua;Alavudelle;66;39;5120;6988314;299802;Lapua
C1053803;10050;Tie 66 Lapua;Tie 19, Uusikaarlepyyhyn;66;39;5120;6988314;299802;Lapua
C1053804;10050;Tie 66 Lapua;Seinäjoelle;66;39;5120;6988314;299802;Lapua
C1053809;10050;Tie 66 Lapua;Tienpinta;66;39;5120;6988314;299802;Lapua
C1053901;10049;Tie 63 Toholampi;Ylivieskaan;63;23;10600;7074025;364164;Toholampi
C1053902;10049;Tie 63 Toholampi;Seinäjoelle;63;23;10600;7074025;364164;Toholampi
C1053909;10049;Tie 63 Toholampi;Tienpinta;63;23;10600;7074025;364164;Toholampi
C1054001;11006;Tie 58 Lestijärvi;Lestijärvi;58;54;2271;7045737;384069;Lestijärvi
C1054101;10001;Tie 8 Kristiinankaupunki, Metsälä;Vaasaan;8;213;5066;6893789;214420;Kristiinankaupunki
C1054102;10001;Tie 8 Kristiinankaupunki, Metsälä;Turkuun;8;213;5066;6893789;214420;Kristiinankaupunki
C1054109;10001;Tie 8 Kristiinankaupunki, Metsälä;Tienpinta;8;213;5066;6893789;214420;Kristiinankaupunki
C1054201;10023;Tie 8 Uusikaarlepyy, Ytterjeppo;Ouluun;8;318;2600;7042585;278863;Uusikaarlepyy
C1054202;10023;Tie 8 Uusikaarlepyy, Ytterjeppo;Tie 19 Seinäjoelle;8;318;2600;7042585;278863;Uusikaarlepyy
C1054204;10023;Tie 8 Uusikaarlepyy, Ytterjeppo;Vaasaan;8;318;2600;7042585;278863;Uusikaarlepyy
C1054209;10023;Tie 8 Uusikaarlepyy, Ytterjeppo;Tienpinta;8;318;2600;7042585;278863;Uusikaarlepyy
C1054301;10005;Tie 68 Pietarsaari;Pietarsaareen;68;39;9;7067777;289632;Pietarsaari
C1054302;10005;Tie 68 Pietarsaari;Jyväskylään;68;39;9;7067777;289632;Pietarsaari
C1054303;10005;Tie 68 Pietarsaari;Tie 749 Kokkolaan;68;39;9;7067777;289632;Pietarsaari
C1054304;10005;Tie 68 Pietarsaari;Tie 749 Vaasaan;68;39;9;7067777;289632;Pietarsaari
C1054309;10005;Tie 68 Pietarsaari;Tienpinta;68;39;9;7067777;289632;Pietarsaari
C1054401;15101;Tie 673 Maalahti, Petolahti;;673;6;1190;6983481;215071;Maalahti
C1054501;10039;Tie 8 Mustasaari, Vassor;Kokkola;8;307;981;7013095;248748;Mustasaari
C1054502;10039;Tie 8 Mustasaari, Vassor;Vaasa;8;307;981;7013095;248748;Mustasaari
C1054509;10039;Tie 8 Mustasaari, Vassor;Tienpinta;8;307;981;7013095;248748;Mustasaari
C1054601;10020;Tie 749 Luoto, Eugmo;Kokkola;749;10;1000;7082206;292405;Luoto
C1054602;10020;Tie 749 Luoto, Eugmo;;749;10;1000;7082206;292405;Luoto
C1054609;10020;Tie 749 Luoto, Eugmo;;749;10;1000;7082206;292405;Luoto
C1054701;11007;Tie 13 Veteli;Kokkola;13;113;3997;7036649;346521;Veteli
C1054702;11007;Tie 13 Veteli;Jyväskylä;13;113;3997;7036649;346521;Veteli
C1054709;11007;Tie 13 Veteli;Tienpinta;13;113;3997;7036649;346521;Veteli
C1054801;10046;Tie 3 Vaasa (puomi);;3;252;3125;7006293;228909;Vaasa
C1054901;1005;Tie 8 Mustasaari, Riimala;Vaasaan;8;237;4112;6990994;234476;Mustasaari
C1054902;1005;Tie 8 Mustasaari, Riimala;Poriin;8;237;4112;6990994;234476;Mustasaari
C1054909;1005;Tie 8 Mustasaari, Riimala;Tienpinta;8;237;4112;6990994;234476;Mustasaari
C1055001;10021;Tie 19 Alahärmä, Voltti;Uuteenkaarlepyyhyn;19;21;677;7024694;289429;Alahärmä
C1055002;10021;Tie 19 Alahärmä, Voltti;Seinäjoelle;19;21;677;7024694;289429;Alahärmä
C1055009;10021;Tie 19 Alahärmä, Voltti;Tienpinta;19;21;677;7024694;289429;Alahärmä
C1055101;10028;Tie 8 Kruunupyy. Leppax;Ouluun;8;326;440;7066806;297922;Kruunupyy
C1055102;10028;Tie 8 Kruunupyy. Leppax;Vaasaan;8;326;440;7066806;297922;Kruunupyy
C1055109;10028;Tie 8 Kruunupyy. Leppax;Tienpinta;8;326;440;7066806;297922;Kruunupyy
C1250101;12005;Tie 20 Ylikiiminki, Arkala;Kuusamoon;20;10;1320;7229809;462168;Oulu
C1250102;12005;Tie 20 Ylikiiminki, Arkala;Ouluun;20;10;1320;7229809;462168;Oulu
C1250109;12005;Tie 20 Ylikiiminki, Arkala;Tienpinta;20;10;1320;7229809;462168;Oulu
C1250201;11001;Tie 8 Kalajoki, Rahja;Ouluun;8;414;5629;7124266;343199;Kalajoki
C1250202;11001;Tie 8 Kalajoki, Rahja;Vaasaan;8;414;5629;7124266;343199;Kalajoki
C1250209;11001;Tie 8 Kalajoki, Rahja;Tienpinta;8;414;5629;7124266;343199;Kalajoki
C1250301;12019;Tie 4 Oulu, Kontinkangas;Kemiin;4;367;5080;7209776;429629;Oulu
C1250302;12019;Tie 4 Oulu, Kontinkangas;Jyväskylään;4;367;5080;7209776;429629;Oulu
C1250303;12019;Tie 4 Oulu, Kontinkangas;Tie 22 Kajaaniin;4;367;5080;7209776;429629;Oulu
C1250304;12019;Tie 4 Oulu, Kontinkangas;Tie 22 Ouluun;4;367;5080;7209776;429629;Oulu
C1250309;12019;Tie 4 Oulu, Kontinkangas;Tienpinta;4;367;5080;7209776;429629;Oulu
C1250401;12019;Tie 4 Oulu, Laanila;Kemiin;4;402;0;7212276;429672;Oulu
C1250402;12019;Tie 4 Oulu, Laanila;Jyväskylään;4;402;0;7212276;429672;Oulu
C1250403;12019;Tie 4 Oulu, Laanila;Tie 20 Kuusamoon;4;402;0;7212276;429672;Oulu
C1250404;12019;Tie 4 Oulu, Laanila;Tie 20 Ouluun;4;402;0;7212276;429672;Oulu
C1250409;12019;Tie 4 Oulu, Laanila;Tienpinta;4;402;0;7212276;429672;Oulu
C1250501;11005;Tie 4 Elämäjärvi;Ouluun;4;330;72;7043740;436929;Pyhäjärvi
C1250502;11005;Tie 4 Elämäjärvi;Jyväskylään;4;330;72;7043740;436929;Pyhäjärvi
C1250509;11005;Tie 4 Elämäjärvi;Tienpinta;4;330;72;7043740;436929;Pyhäjärvi
C1250601;13012;Tie 89 Kuhmo, Raiskio;Kostamukseen Venäjälle;89;9;2350;7149861;591363;Kuhmo
C1250602;13012;Tie 89 Kuhmo, Raiskio;Kajaaniin;89;9;2350;7149861;591363;Kuhmo
C1250609;13012;Tie 89 Kuhmo, Raiskio;Tienpinta;89;9;2350;7149861;591363;Kuhmo
C1250701;12003;Tie 4 Pulkkila;Ouluun;4;348;6792;7123899;443963;Siikalatva
C1250702;12003;Tie 4 Pulkkila;Jyväskylään;4;348;6792;7123899;443963;Siikalatva
C1250709;12003;Tie 4 Pulkkila;Tienpinta;4;348;6792;7123899;443963;Siikalatva
C1250801;12009;Tie 88 Pyhäntä;Iisalmeen;88;20;353;7107789;468015;Pyhäntä
C1250802;12009;Tie 88 Pyhäntä;Ouluun;88;20;353;7107789;468015;Pyhäntä
C1250809;12009;Tie 88 Pyhäntä;Tienpinta;88;20;353;7107789;468015;Pyhäntä
C1250901;12008;Tie 5 Ruka;Kemijärvelle;5;362;38;7339993;595541;Kuusamo
C1250902;12008;Tie 5 Ruka;Kuusamoon;5;362;38;7339993;595541;Kuusamo
C1250909;12008;Tie 5 Ruka;Tienpinta;5;362;38;7339993;595541;Kuusamo
C1251001;13006;Tie 76 Kuhmo, Tervasalmi;Kuhmoon;76;10;438;7108197;602361;Kuhmo
C1251002;13006;Tie 76 Kuhmo, Tervasalmi;Kajaaniin;76;10;438;7108197;602361;Kuhmo
C1251009;13006;Tie 76 Kuhmo, Tervasalmi;Tienpinta;76;10;438;7108197;602361;Kuhmo
C1251101;13003;Tie 22 Paltamo, Kivesvaara;Kajaaniin;22;26;755;7147782;523979;Paltamo
C1251102;13003;Tie 22 Paltamo, Kivesvaara;Ouluun;22;26;755;7147782;523979;Paltamo
C1251109;13003;Tie 22 Paltamo, Kivesvaara;tienpinta;22;26;755;7147782;523979;Paltamo
C1251200;12001;Tie 4 Oulu, Kiviniemi;;4;367;1;7204719;429956;Oulu
C1251300;12019;Tie 4 Oulu, Intiö;;4;401;839;7210626;429606;Oulu
C1251401;12004;Tie 4 Kuivaniemi;Kemiin;4;417;1261;7277423;416125;Ii
C1251402;12004;Tie 4 Kuivaniemi;Ouluun;4;417;1261;7277423;416125;Ii
C1251403;12004;Tie 4 Kuivaniemi;Tie 18813 Viinamäkeen;4;417;1261;7277423;416125;Ii
C1251404;12004;Tie 4 Kuivaniemi;Tie 18811 Vatunkiin;4;417;1261;7277423;416125;Ii
C1251409;12004;Tie 4 Kuivaniemi;Tienpinta;4;417;1261;7277423;416125;Ii
C1251501;12014;Tie 4 Alatemmes;Ouluun;4;361;125;7180014;431840;Liminka
C1251502;12014;Tie 4 Alatemmes;Jyväskylään;4;361;125;7180014;431840;Liminka
C1251509;12014;Tie 4 Alatemmes;Tienpinta;4;361;125;7180014;431840;Liminka
C1251601;13001;Tie 6 Korholanmäki;Kajaaniin;6;435;454;7113249;548517;Sotkamo
C1251602;13001;Tie 6 Korholanmäki;Nurmekseen;6;435;454;7113249;548517;Sotkamo
C1251609;13001;Tie 6 Korholanmäki;Tienpinta;6;435;454;7113249;548517;Sotkamo
C1251709;13004;Tie 5 Suomussalmi, Palovaara;Tienpinta;5;333;104;7226209;590955;Suomussalmi
C1251801;11003;Tie 27 Ylivieska;Iisalmeen;27;5;2070;7107557;378437;Ylivieska
C1251802;11003;Tie 27 Ylivieska;Kalajoelle;27;5;2070;7107557;378437;Ylivieska
C1251809;11003;Tie 27 Ylivieska;Tienpinta;27;5;2070;7107557;378437;Ylivieska
C1251901;12006;Tie 20 Taivalkoski, Jurmu;Kuusamoon;20;26;5876;7264198;543073;Taivalkoski
C1251902;12006;Tie 20 Taivalkoski, Jurmu;Ouluun;20;26;5876;7264198;543073;Taivalkoski
C1251904;12006;Tie 20 Taivalkoski, Jurmu;Tie 8610 Posiolle;20;26;5876;7264198;543073;Taivalkoski
C1251909;12006;Tie 20 Taivalkoski, Jurmu;Tienpinta;20;26;5876;7264198;543073;Taivalkoski
C1252001;13009;Tie 5 Kontiomäki;Kuusamoon;5;307;2187;7135267;552664;Paltamo
C1252002;13009;Tie 5 Kontiomäki;Kajaaniin;5;307;2187;7135267;552664;Paltamo
C1252009;13009;Tie 5 Kontiomäki;Tienpinta;5;307;2187;7135267;552664;Paltamo
C1252101;12002;Tie 8 Siikajoki, Revonlahti;Ouluun;8;434;645;7178645;403186;Siikajoki
C1252102;12002;Tie 8 Siikajoki, Revonlahti;Vaasaan;8;434;645;7178645;403186;Siikajoki
C1252109;12002;Tie 8 Siikajoki, Revonlahti;Tienpinta;8;434;645;7178645;403186;Siikajoki
C1252201;12007;Tie 20 Kuusamo, Kuolio;Kuusamoon;20;38;5317;7302103;583264;Kuusamo
C1252202;12007;Tie 20 Kuusamo, Kuolio;Ouluun;20;38;5317;7302103;583264;Kuusamo
C1252209;12007;Tie 20 Kuusamo, Kuolio;Tienpinta;20;38;5317;7302103;583264;Kuusamo
C1252300;13008;Tie 4 Oulu, Linnanmaa;;4;403;1954;7215505;427025;Oulu
C1252401;12018;Tie 8 Pyhäjoki, Parhalahti;Ouluun;8;425;912;7155280;371989;Pyhäjoki
C1252402;12018;Tie 8 Pyhäjoki, Parhalahti;Vaasaan;8;425;912;7155280;371989;Pyhäjoki
C1252409;12018;Tie 8 Pyhäjoki, Parhalahti;Tienpinta;8;425;912;7155280;371989;Pyhäjoki
C1252500;12001;Tie 4 Kempele, Zeppelin;;4;364;3277;7198748;430756;Kempele
C1252601;13007;Tie 28 Otanmäki;Kajaaniin;28;45;138;7110324;511602;Kajaani
C1252602;13007;Tie 28 Otanmäki;Kokkolaan;28;45;138;7110324;511602;Kajaani
C1252609;13007;Tie 28 Otanmäki;Tienpinta;28;45;138;7110324;511602;Kajaani
C1252702;13012;Tie 89 Kuhmo, Vartius;Länteen;89;18;7960;7161105;643135;Kuhmo
C1252801;12010;Tie 22 Muhos, Hyrkäs;Kajaaniin;22;10;5633;7185494;458214;Muhos
C1252802;12010;Tie 22 Muhos, Hyrkäs;Ouluun;22;10;5633;7185494;458214;Muhos
C1252809;12010;Tie 22 Muhos, Hyrkäs;Tienpinta;22;10;5633;7185494;458214;Muhos
C1252901;12013;Tie 86 Vihanti;Ouluun;86;20;25;7152745;404335;Raahe
C1252902;12013;Tie 86 Vihanti;Ylivieskaan;86;20;25;7152745;404335;Raahe
C1252903;12013;Tie 86 Vihanti;Tie 88 Iisalmeen;86;20;25;7152745;404335;Raahe
C1252909;12013;Tie 86 Vihanti;tienpinta;86;20;25;7152745;404335;Raahe
C1253001;12016;Tie 28 Karsikas;Haapajärvelle;28;25;3075;7093300;420337;Haapavesi
C1253002;12016;Tie 28 Karsikas;Nivalaan;28;25;3075;7093300;420337;Haapavesi
C1253009;12016;Tie 28 Karsikas;Tienpinta;28;25;3075;7093300;420337;Haapavesi
C1253101;12001;Tie 816 Oulunsalo, Axis-testi;Oulunsalon Lautalle;816;3;7432;7210336;415315;Oulu
C1253102;12001;Tie 816 Oulunsalo, Axis-testi;Oulunsaloon;816;3;7432;7210336;415315;Oulu
C1253109;12001;Tie 816 Oulunsalo, Axis-testi;Tienpinta;816;3;7432;7210336;415315;Oulu
C1253201;12015;Tie 4 Ii;Kemiin;4;410;1963;7247181;424004;Ii
C1253202;12015;Tie 4 Ii;Ouluun;4;410;1963;7247181;424004;Ii
C1253209;12015;Tie 4 Ii;Tienpinta;4;410;1963;7247181;424004;Ii
C1253301;12006;Tie 20 Pudasjärvi;Kuusamoon;20;18;1449;7250989;501274;Pudasjärvi
C1253302;12006;Tie 20 Pudasjärvi;Ouluun;20;18;1449;7250989;501274;Pudasjärvi
C1253309;12006;Tie 20 Pudasjärvi;Tienpinta;20;18;1449;7250989;501274;Pudasjärvi
C1253401;13005;Tie 78 Puolanka;Pudasjärvi;78;111;94;7191570;537007;Puolanka
C1253402;13005;Tie 78 Puolanka;Kajaani;78;111;94;7191570;537007;Puolanka
C1253409;13005;Tie 78 Puolanka;Tienpinta;78;111;94;7191570;537007;Puolanka
C1253501;13001;Tie 6 Sotkamo, Maanselkä;Kajaaniin;6;425;861;7084055;571122;Sotkamo
C1253601;12011;Tie 78 Pudasjärvi, Kokkokylä;Rovaniemelle;78;208;5694;7285446;485139;Pudasjärvi
C1253701;12022;Tie 4 Liminka, Haaransilta;Ouluun;4;363;157;7188827;428173;Liminka
C1253702;12022;Tie 4 Liminka, Haaransilta;Jyväskylään / Kokkolaan;4;363;157;7188827;428173;Liminka
C1253709;12022;Tie 4 Liminka, Haaransilta;Tienpinta;4;363;157;7188827;428173;Liminka
C1253801;13004;Tie 5 Taivalkoski, Tyrävaara;Kuusamoon;5;340;8374;7265456;589325;Taivalkoski
C1253802;13004;Tie 5 Taivalkoski, Tyrävaara;Kajaaniin;5;340;8374;7265456;589325;Taivalkoski
C1253809;13004;Tie 5 Taivalkoski, Tyrävaara;Tienpinta;5;340;8374;7265456;589325;Taivalkoski
C1253901;13002;Tie 5 Hyrynsalmi;Kuusamoon;5;317;1189;7172808;571926;Hyrynsalmi
C1253902;13002;Tie 5 Hyrynsalmi;Kajaaniin;5;317;1189;7172808;571926;Hyrynsalmi
C1253909;13002;Tie 5 Hyrynsalmi;Tienpinta;5;317;1189;7172808;571926;Hyrynsalmi
C1254001;7019;Tie 75 Kuhmo, Lauvuskylä;Kuhmoon;75;31;5512;7089318;624408;Kuhmo
C1254101;13003;Tie 78 Puolanka, Törmänmäki;Puolangalle;78;105;1341;7161156;536044;Puolanka
C1254201;12006;Tie 862 Pudasjärvi, Iso-Syöte;Lehtovaaraan (länteen);862;3;254;7280769;532300;Pudasjärvi
C1254202;12006;Tie 862 Pudasjärvi, Iso-Syöte;Taivalkoskelle (itään);862;3;254;7280769;532300;Pudasjärvi
C1254209;12006;Tie 862 Pudasjärvi, Iso-Syöte;Tienpinta;862;3;254;7280769;532300;Pudasjärvi
C1254301;13003;Tie 22 Vaala;Kajaaniin;22;20;63;7160228;494150;Vaala
C1254302;13003;Tie 22 Vaala;Ouluun;22;20;63;7160228;494150;Vaala
C1254309;13003;Tie 22 Vaala;Tienpinta;22;20;63;7160228;494150;Vaala
C1254400;12022;Tie 4 Liminka, Tupos;;4;363;5810;7194169;429784;Kempele
C1254501;12015;Tie 849 Yli-Ii, Tannila;Oijärvelle;849;11;50;7262629;452556;Oulu
C1254502;12015;Tie 849 Yli-Ii, Tannila;Yli-Iihin;849;11;50;7262629;452556;Oulu
C1254504;12015;Tie 849 Yli-Ii, Tannila;Tie 855 Pudasjärvelle;849;11;50;7262629;452556;Oulu
C1254509;12015;Tie 849 Yli-Ii, Tannila;Tienpinta;849;11;50;7262629;452556;Oulu
C1254701;13001;Tie 6 Kajaani;Kajaanin keskusta;6;438;5340;7121665;535379;Kajaani
C1254702;13001;Tie 6 Kajaani;Joensuuhun;6;438;5340;7121665;535379;Kajaani
C1254709;13001;Tie 6 Kajaani;Tienpinta;6;438;5340;7121665;535379;Kajaani
C1254802;12007;Tie 866 Kuusamo;Kuusamoon;866;7;6366;7301112;641407;Kuusamo
C1255001;13009;Tie 76 Sotkamo, Vuokatti;Kajaaniin;76;2;2632;7113425;562918;Sotkamo
C1255002;13009;Tie 76 Sotkamo, Vuokatti;Sotkamoon;76;2;2632;7113425;562918;Sotkamo
C1255009;13009;Tie 76 Sotkamo, Vuokatti;Tienpinta;76;2;2632;7113425;562918;Sotkamo
C1255101;13003;Tie 800 Veneheitto;Vaalaan;800;13;7116;7146467;477176;Vaala
C1255102;13003;Tie 800 Veneheitto;Kestilään;800;13;7116;7146467;477176;Vaala
C1255109;13003;Tie 800 Veneheitto;Tienpinta;800;13;7116;7146467;477176;Vaala
C1255201;12001;Tie 4 Oulu, Lintula;Ouluun;4;367;3027;7207727;429486;Oulu
C1255202;12001;Tie 4 Oulu, Lintula;Jyväskylään;4;367;3027;7207727;429486;Oulu
C1255203;12001;Tie 4 Oulu, Lintula;Tie 8155 Äimärautioon;4;367;3027;7207727;429486;Oulu
C1255204;12001;Tie 4 Oulu, Lintula;Tue 8155 Knuutilanrantaan;4;367;3027;7207727;429486;Oulu
C1255209;12001;Tie 4 Oulu, Lintula;Tienpinta;4;367;3027;7207727;429486;Oulu
C1255300;13005;Tie 78 Pudasjärvi, Korpijo;Pohjoiseen;78;120;5354;7236130;527046;Pudasjärvi
C1255401;12003;Tie 4 Rantsila;Ouluun;4;355;2080;7152941;436285;Siikalatva
C1255402;12003;Tie 4 Rantsila;Jyväskylään;4;355;2080;7152941;436285;Siikalatva
C1255409;12003;Tie 4 Rantsila;Tienpinta;4;355;2080;7152941;436285;Siikalatva
C1255501;12016;Tie 4 Kärsämäki;Ouluun;4;343;25;7095710;439217;Kärsämäki
C1255502;12016;Tie 4 Kärsämäki;Jyväskylään;4;343;25;7095710;439217;Kärsämäki
C1255503;12016;Tie 4 Kärsämäki;Tie 28 Iisalmeen;4;343;25;7095710;439217;Kärsämäki
C1255504;12016;Tie 4 Kärsämäki;Tie 28 Kokkolaan;4;343;25;7095710;439217;Kärsämäki
C1255509;12016;Tie 4 Kärsämäki;Tienpinta;4;343;25;7095710;439217;Kärsämäki
C1255601;12020;Tie 27 Haapajärvi;Nivalaan;27;11;7676;7076156;414199;Haapajärvi
C1255602;12020;Tie 27 Haapajärvi;Haapajärvelle;27;11;7676;7076156;414199;Haapajärvi
C1255609;12020;Tie 27 Haapajärvi;Tienpinta;27;11;7676;7076156;414199;Haapajärvi
C1255701;12019;Tie 816 Oulunsalo, Lentokentäntie;Lentokentälle;815;2;4724;7202558;425859;Oulu
C1255702;12019;Tie 816 Oulunsalo, Lentokentäntie;Ouluun;815;2;4724;7202558;425859;Oulu
C1255703;12019;Tie 816 Oulunsalo, Lentokentäntie;Tie 816 Hailuotoon;815;2;4724;7202558;425859;Oulu
C1255704;12019;Tie 816 Oulunsalo, Lentokentäntie;Tie 816 Kempeleelle;815;2;4724;7202558;425859;Oulu
C1255709;12019;Tie 816 Oulunsalo, Lentokentäntie;Tienpinta;815;2;4724;7202558;425859;Oulu
C1255801;13012;Tie 8990 Pohjavaara;Kajaaniin;8990;3;2068;7122509;551837;Sotkamo
C1255802;13012;Tie 8990 Pohjavaara;Vuokattiin;8990;3;2068;7122509;551837;Sotkamo
C1255809;13012;Tie 8990 Pohjavaara;Tienpinta;8990;3;2068;7122509;551837;Sotkamo
C1255901;12029;Tie 20 Oulu, Hintta;Kuusamoon;20;1;3871;7212578;430633;Oulu
C1255902;12029;Tie 20 Oulu, Hintta;Ouluun;20;1;3871;7212578;430633;Oulu
C1255904;12029;Tie 20 Oulu, Hintta;Tie 8300 Vaalaan;20;1;3871;7212578;430633;Oulu
C1256001;12029;Tie 20 Oulu, Rusko;Kuusamoon;20;3;1421;7213419;431762;Oulu
C1256002;12029;Tie 20 Oulu, Rusko;Ouluun;20;3;1421;7213419;431762;Oulu
C1256009;12029;Tie 20 Oulu, Rusko;Tienpinta;20;3;1421;7213419;431762;Oulu
C1256101;12029;Tie 20 Korvensuora;Kuusamoon;20;3;2998;7214298;433083;Oulu
C1256102;12029;Tie 20 Korvensuora;Ouluun;20;3;2998;7214298;433083;Oulu
C1256109;12029;Tie 20 Korvensuora;Tienpinta;20;3;2998;7214298;433083;Oulu
C1256201;12029;Tie 20 Hönttämäki;Kuusamoon;20;3;4157;7215017;434064;Oulu
