TSA_NUMBER;LAM_STATION_ID;TSA_NAME;NAME_FI;NAME_SE;NAME_EN;ROAD;ROAD_PART;ROAD_DISTANCE;TSA_LOC_KKJ_Y,TSA_LOC_KKJ_X,TSA_ALTITUDE,REGION_NAME_FI,LOC_ETRS89_LAT,LOC_ETRS89_LON
23228;228;L_st110_Kevola;"Tie 110 Kevola";"Väg 110 Kevola";"Road 110 Kevola";110;30;2767;6707353;3268264;0;Varsinais-Suomi;60.4105;22.7898
23254;254;L_st180_Kuusisto;"Tie 180 Kuusisto";"Väg 180 Kuusisto";"Road 180 Kuusisto";180;1;7180;6704180;3244200;0;Varsinais-Suomi;60.3676;22.3586
23225;225;L_st180_Parainen;"Tie 180 Parainen";"Väg 180 Pargas";"Road 180 Parainen";180;6;3660;6690981;3233451;0;Varsinais-Suomi;60.2426;22.1819
23255;255;L_st180_Simonby;"Tie 180 Simonby";"Väg 180 Simonby";"Road 180 Simonby";180;8;4614;6686129;3225381;0;Varsinais-Suomi;60.1939;22.0434
23252;252;L_st185_Artukainen;"Tie 185 Turku, Artukainen";"Väg 185 Åbo, Artukainen";"Road 185 Turku, Artukainen";185;1;1320;6715254;3235326;0;Varsinais-Suomi;60.4609;22.1837
23221;221;L_vt2_Nakkila;"Tie 2 Nakkila";"Väg 2 Nakkila";"Road 2 Nakkila";2;45;601;6816226;3232176;0;Satakunta;61.3616;21.9865
23232;232;L_vt2_Porin_lentokent;"Tie 2 Pori, lentokenttä";"Väg 2 Björneborg, flygplats";"Road 2 Pori, airport";2;47;1126;6827166;3223928;0;Satakunta;61.4536;21.8167
23223;223;L_vt8_Eurajoki;"Tie 8 Eurajoki";"Väg 8 Euraåminne";"Road 8 Eurajoki";8;120;381;6796434;3211203;0;Satakunta;61.1698;21.6265
23207;207;L_vt8_Pori;"Tie 8 Pori";"Väg 8 Björneborg";"Road 8 Pori";8;202;2395;6837369;3224301;0;Satakunta;61.5451;21.8085
23224;224;L_vt11_Kullaa;"Tie 11 Kullaa";"Väg 11 Kulla";"Road 11 Kullaa";11;15;3553;6826631;3255303;0;Satakunta;61.4699;22.4037
23211;211;L_vt12_Lappi_tl;"Tie 12 Lappi tl";"Väg 12 Lappi tl";"Road 12 Lappi tl";12;104;2365;6789042;3216114;0;Satakunta;61.1074;21.7284
23226;226;L_vt23_Kankaanpää;"Tie 23 Kankaanpää";"Väg 23 Kankaanpää";"Road 23 Kankaanpää";23;106;2790;6862901;3249334;0;Satakunta;61.7905;22.2425
23403;403;L_vt2_Humppila;"Tie 2 Humppila";"Väg 2 Humppila";"Road 2 Humppila";2;28;3240;6767602;3299126;0;Kanta-Häme;60.9666;23.2869
23429;429;L_vt3_Riihimäki_Herajoki;"Tie 3 Riihimäki";"Väg 3 Riihimäki";"Road 3 Riihimäki";3;110;6230;6735772;3376470;0;Kanta-Häme;60.7129;24.7339
23432;432;L_vt3_Janakkala;"Tie 3 Janakkala";"Väg 3 Janakkala";"Road 3 Janakkala";3;114;333;6751996;3369408;0;Kanta-Häme;60.8561;24.5938
23465;465;L_vt3_Hämeenlinna_E;"Tie 3 Hämeenlinna, etelä";"Väg 3 Tavastehus, söder";"Road 3 Hämeenlinna, south";3;116;2329;6767150;3362683;0;Kanta-Häme;60.9898;24.4594
23466;466;L_vt3_Hämeenlinna_P;"Tie 3 Hämeenlinna, pohjoinen";"Väg 3 Tavastehus, nord";"Road 3 Hämeenlinna, north";3;116;3526;6768344;3362289;0;Kanta-Häme;61.0003;24.4513
23437;437;L_vt3_Hlinna_Mo3;"Tie 3 Hämeenlinna";"Väg 3 Tavastehus";"Road 3 Hämeenlinna";3;117;435;6769905;3360338;0;Kanta-Häme;61.0136;24.4141
23425;425;L_vt10_Tammela;"Tie 10 Tammela";"Väg 10 Tammela";"Road 10 Tammela";10;18;3950;6750816;3325407;0;Kanta-Häme;60.8287;23.7865
